date,skill,model,input_tokens,output_tokens,cache_read,cache_creation
2026-06-12,list-digest,claude-opus-4-7,53219,6505,1086740,20990
2026-06-12,goal-tracker,claude-opus-4-7,320190,38333,2261489,132538
2026-06-12,heartbeat,claude-opus-4-7,208035,58718,1165813,90932
2026-06-12,aixbt-pulse,claude-sonnet-4-6,127940,25137,3412779,44480
2026-06-13,btc-levels,claude-sonnet-4-6,60952,2722,344520,49454
2026-06-13,btc-levels,claude-sonnet-4-6,8,3607,223945,19903
2026-06-13,skill-freshness,claude-sonnet-4-6,16,30600,919558,86126
2026-06-13,github-trending,claude-opus-4-7,26,22626,1534379,65465
2026-06-13,token-movers,claude-opus-4-7,1922,43553,2310248,85069
2026-06-13,market-context-refresh,claude-sonnet-4-6,15,23169,720929,70539
2026-06-13,narrative-tracker,claude-opus-4-7,1028,33548,1994038,197193
2026-06-13,security-digest,claude-opus-4-7,165,27793,2940098,126146
2026-06-13,fleet-control,claude-opus-4-7,62,3505,591903,94803
2026-06-13,vuln-scanner,claude-opus-4-7,1197,52928,13940518,225088
2026-06-13,list-digest,claude-opus-4-7,3653,8198,1099561,71653
2026-06-13,agent-buzz,claude-opus-4-7,31,11828,1435745,40530
2026-06-13,reflect,claude-opus-4-7,47,18080,3680937,204516
2026-06-13,heartbeat,claude-opus-4-7,20,16782,1304361,98620
2026-06-13,btc-levels,claude-sonnet-4-6,10,5106,414439,51838
2026-06-13,aixbt-pulse,claude-sonnet-4-6,1459,12948,922141,63139
2026-06-14,btc-levels,claude-sonnet-4-6,10,3676,295979,19591
2026-06-14,btc-levels,claude-sonnet-4-6,9,7417,270411,23409
2026-06-14,skill-evals,claude-sonnet-4-6,15,33184,832706,70225
2026-06-14,heartbeat,claude-opus-4-7,23,18081,1268375,76262
2026-06-14,aixbt-pulse,claude-sonnet-4-6,1495,18971,1190752,48262
2026-06-14,token-pick,claude-opus-4-7,2459,24467,2878187,145703
2026-06-14,market-context-refresh,claude-sonnet-4-6,670,18224,376567,84179
2026-06-14,narrative-tracker,claude-opus-4-7,1097,29062,1435771,205615
2026-06-14,heartbeat,claude-opus-4-7,11824,24026,2322590,118720
2026-06-14,security-digest,claude-opus-4-7,23,10073,1478011,79890
2026-06-14,btc-levels,claude-sonnet-4-6,10,5701,401027,48180
2026-06-14,skill-graph,claude-opus-4-7,186,82952,21092755,200036
2026-06-14,agent-buzz,claude-opus-4-7,23,15014,1083725,43617
2026-06-14,fork-skill-digest,claude-sonnet-4-6,41,91110,3809665,182221
2026-06-14,skill-update-check,claude-sonnet-4-6,7,1684,244573,50066
2026-06-14,heartbeat,claude-opus-4-7,8482,18026,985272,104643
2026-06-14,aixbt-pulse,claude-sonnet-4-6,1460,17245,1014878,69605
2026-06-15,btc-levels,claude-sonnet-4-6,12,4580,305000,21805
2026-06-15,daily-routine,claude-opus-4-7,282684,31358,6216802,91258
2026-06-15,skill-freshness,claude-sonnet-4-6,165245,50206,3258497,51985
2026-06-15,unlock-monitor,claude-opus-4-7,121506,23469,1626931,72310
2026-06-15,token-pick,claude-opus-4-7,180603,31697,4488057,61142
2026-06-15,skill-security-scan,claude-opus-4-7,187491,28992,3007677,63883
2026-06-15,agent-buzz,claude-opus-4-7,81758,19310,1183003,29826
2026-06-15,weekly-review,claude-opus-4-7,23,20144,1378269,84942
2026-06-15,heartbeat,claude-opus-4-7,25,18625,1733523,97217
2026-06-15,aixbt-pulse,claude-sonnet-4-6,205,15307,1170637,42430
2026-06-16,btc-levels,claude-sonnet-4-6,9,2682,260156,19391
2026-06-16,btc-levels,claude-sonnet-4-6,12,4875,304485,22035
2026-06-16,daily-routine,claude-opus-4-7,72,35641,5116515,131789
2026-06-16,skill-freshness,claude-sonnet-4-6,29,27948,1859547,73218
2026-06-16,defi-overview,claude-opus-4-7,29,24908,2023899,88559
2026-06-16,search-skill,claude-opus-4-7,20,6577,1110325,74950
2026-06-16,fleet-control,claude-opus-4-7,12,1982,357156,41678
2026-06-16,agent-buzz,claude-opus-4-7,52,16270,2565208,111678
2026-06-16,reflect,claude-opus-4-7,31,20759,2929314,257800
2026-06-16,heartbeat,claude-opus-4-7,43,26315,3335815,92974
2026-06-16,aixbt-pulse,claude-sonnet-4-6,1199,14387,925738,62000
2026-06-17,btc-levels,claude-sonnet-4-6,9,9601,266341,23952
2026-06-17,btc-levels,claude-sonnet-4-6,9,5349,261824,21122
2026-06-17,daily-routine,claude-opus-4-7,76,29341,6575478,163215
2026-06-17,aixbt-pulse,claude-sonnet-4-6,1489,12604,777901,42761
2026-06-17,defi-overview,claude-opus-4-7,1915,26831,2775802,114555
2026-06-18,heartbeat,claude-opus-4-7,0,4339,0,0
2026-06-18,reflect,claude-opus-4-7,0,12090,0,0
2026-06-18,github-trending,claude-opus-4-7,0,1907,0,0
2026-06-19,btc-levels,claude-sonnet-4-6,0,11740,0,0
2026-06-19,btc-levels,claude-sonnet-4-6,0,3932,0,0
2026-06-19,thought-review,claude-opus-4-7,0,15699,0,0
2026-06-19,aixbt-pulse,claude-sonnet-4-6,0,12978,0,0
2026-06-19,daily-routine,claude-opus-4-7,0,17335,0,0
2026-06-19,btc-levels,claude-sonnet-4-6,0,6528,0,0
2026-06-19,token-alert,claude-opus-4-7,0,7612,0,0
2026-06-19,github-trending,claude-opus-4-7,0,7090,0,0
2026-06-19,agent-buzz,claude-opus-4-7,0,8399,0,0
2026-06-19,market-context-refresh,claude-sonnet-4-6,0,8558,0,0
2026-06-19,token-pick,claude-opus-4-7,53,5542,804591,94923
2026-06-19,token-movers,claude-opus-4-7,70,17978,2577232,50564
2026-06-19,heartbeat,claude-opus-4-7,0,18825,0,0
2026-06-19,thought-review,claude-opus-4-7,0,11065,0,0
2026-06-20,btc-levels,claude-sonnet-4-6,0,5032,0,0
2026-06-20,btc-levels,claude-sonnet-4-6,0,9778,0,0
2026-06-20,morning-brief,claude-opus-4-7,0,9943,0,0
2026-06-20,fleet-control,claude-opus-4-7,0,4819,0,0
2026-06-20,heartbeat,claude-opus-4-7,0,2187,0,0
2026-06-20,token-movers,claude-opus-4-7,10,7859,0,80702
2026-06-21,on-chain-monitor,claude-opus-4-7,0,1007,0,0
2026-06-21,vuln-scanner,claude-opus-4-7,0,15813,0,0
2026-06-21,btc-levels,claude-sonnet-4-6,0,10742,0,0
2026-06-21,skill-freshness,claude-sonnet-4-6,8670,46596,2040701,99594
2026-06-21,heartbeat,claude-opus-4-7,42,21860,3333684,87605
2026-06-21,btc-levels,claude-sonnet-4-6,10,8382,382901,36204
2026-06-21,list-digest,claude-opus-4-7,25,5918,1121048,36985
2026-06-21,action-converter,claude-opus-4-7,40,18308,2282965,117963
2026-06-21,fork-skill-digest,claude-sonnet-4-6,36,39503,2840582,92773
2026-06-21,fork-cohort,claude-sonnet-4-6,47,49556,2780789,93102
2026-06-21,heartbeat,claude-opus-4-7,23,10933,1472148,89132
2026-06-21,btc-levels,claude-sonnet-4-6,13,8496,444035,24986
2026-06-21,evening-recap,claude-sonnet-4-6,17,12393,895466,52845
2026-06-22,btc-levels,claude-sonnet-4-6,10,3392,295782,20182
2026-06-22,btc-levels,claude-sonnet-4-6,11,7617,347272,22356
2026-06-22,daily-routine,claude-opus-4-7,96,20211,7192773,137244
2026-06-22,unlock-monitor,claude-opus-4-7,868,28302,4628074,115923
2026-06-22,project-lens,claude-opus-4-7,930,32665,3158825,112149
2026-06-22,on-chain-monitor,claude-opus-4-7,3332,42222,6181855,110682
2026-06-22,soul-builder,claude-sonnet-4-6,1541,15776,1324548,57784
2026-06-22,skill-security-scan,claude-opus-4-7,32,27619,1945591,140720
2026-06-22,agent-buzz,claude-opus-4-7,24,10277,998291,36764
2026-06-22,weekly-review,claude-opus-4-7,58,27771,4604982,141780
2026-06-22,heartbeat,claude-opus-4-7,2870,12311,678625,119387
2026-06-22,aixbt-pulse,claude-sonnet-4-6,822,12228,872578,62333
2026-06-23,btc-levels,claude-sonnet-4-6,9,3770,259213,19011
2026-06-23,btc-levels,claude-sonnet-4-6,8,3381,222099,18640
2026-06-23,daily-routine,claude-opus-4-7,95,25047,6448077,109648
2026-06-23,heartbeat,claude-opus-4-7,36,20487,2647908,82432
2026-06-23,github-trending,claude-opus-4-7,2164,15192,1237066,98128
2026-06-23,on-chain-monitor,claude-opus-4-7,101,59610,9103322,124313
2026-06-23,security-digest,claude-opus-4-7,51,25045,3912148,160316
2026-06-23,fleet-control,claude-opus-4-7,16,3556,657261,49286
2026-06-23,list-digest,claude-opus-4-7,24,11287,1763465,84412
2026-06-23,agent-buzz,claude-opus-4-7,22,10603,1074304,65208
2026-06-23,reflect,claude-opus-4-7,26,17338,1775531,229330
2026-06-23,heartbeat,claude-opus-4-7,3032,16257,719862,101871
2026-06-23,aixbt-pulse,claude-sonnet-4-6,1506,19766,983117,72732
2026-06-24,btc-levels,claude-sonnet-4-6,12,8881,332929,30107
2026-06-24,cost-report,claude-sonnet-4-6,75,108470,1172879,84516
2026-06-24,btc-levels,claude-sonnet-4-6,51,4178,273230,23849
2026-06-24,daily-routine,claude-opus-4-7,2311,27648,5234723,139523
2026-06-24,skill-freshness,claude-sonnet-4-6,232,33624,1760244,85533
2026-06-24,aixbt-pulse,claude-sonnet-4-6,1461,14400,933765,49137
2026-06-24,token-pick,claude-opus-4-7,31,18044,1416149,112363
2026-06-24,token-movers,claude-opus-4-7,72,30630,4436529,109135
2026-06-24,narrative-tracker,claude-opus-4-7,1092,31569,2180766,168545
2026-06-24,security-digest,claude-opus-4-7,2228,39424,6336206,146845
2026-06-24,fleet-control,claude-opus-4-7,13,2575,450846,47819
2026-06-24,btc-levels,claude-sonnet-4-6,12,6533,535129,42717
2026-06-24,list-digest,claude-opus-4-7,2164,15395,1251880,101942
2026-06-24,action-converter,claude-opus-4-7,25,17891,1270720,147855
2026-06-24,skill-analytics,claude-sonnet-4-6,11699,39833,1728665,97132
2026-06-24,heartbeat,claude-opus-4-7,23,20352,1616064,101484
2026-06-24,btc-levels,claude-sonnet-4-6,8,5078,295874,46045
2026-06-24,aixbt-pulse,claude-sonnet-4-6,1465,30740,1060625,85992
2026-06-25,btc-levels,claude-sonnet-4-6,8,5315,219114,20487
2026-06-25,btc-levels,claude-sonnet-4-6,9,4279,251637,19590
2026-06-25,daily-routine,claude-opus-4-7,91,29597,6388272,122749
2026-06-25,skill-freshness,claude-sonnet-4-6,226,22841,1145370,71435
2026-06-25,aixbt-pulse,claude-sonnet-4-6,1468,13822,858642,47049
2026-06-25,token-pick,claude-opus-4-7,43,24541,2571547,121921
2026-06-25,on-chain-monitor,claude-opus-4-7,57,28980,3255915,106028
2026-06-25,narrative-tracker,claude-opus-4-7,1315,30835,2047255,132735
2026-06-25,security-digest,claude-opus-4-7,49,22891,2488737,110727
2026-06-25,fleet-control,claude-opus-4-7,12,2703,370602,30569
2026-06-25,btc-levels,claude-sonnet-4-6,8,7478,265815,42492
2026-06-25,list-digest,claude-opus-4-7,29,11925,1474946,48157
2026-06-25,self-improve,claude-opus-4-7,48,26268,5085118,127956
2026-06-25,action-converter,claude-opus-4-7,2053,14263,1192372,87540
2026-06-25,heartbeat,claude-opus-4-7,14,13896,714115,77004
2026-06-25,aixbt-pulse,claude-sonnet-4-6,1510,15147,999670,69737
2026-06-26,btc-levels,claude-sonnet-4-6,1643,4308,305905,24261
2026-06-26,btc-levels,claude-sonnet-4-6,9,3107,250801,19200
2026-06-26,daily-routine,claude-opus-4-7,34,29033,2048971,145969
2026-06-26,aixbt-pulse,claude-sonnet-4-6,837,13765,1001733,46330
2026-06-26,token-movers,claude-opus-4-7,74,34265,5364291,83356
2026-06-26,market-context-refresh,claude-sonnet-4-6,651,19652,1126395,89745
2026-06-26,narrative-tracker,claude-opus-4-7,1263,30269,1838455,128726
2026-06-26,fleet-control,claude-opus-4-7,14,3368,462133,29798
2026-06-26,btc-levels,claude-sonnet-4-6,12,6087,536430,48885
2026-06-26,list-digest,claude-opus-4-7,24,15315,1445041,65983
2026-06-26,reflect,claude-opus-4-7,35,24617,2333320,184699
2026-06-26,heartbeat,claude-opus-4-7,13744,15619,1092810,110357
2026-06-26,btc-levels,claude-sonnet-4-6,12,4907,478429,44159
2026-06-26,aixbt-pulse,claude-sonnet-4-6,1519,12064,1104223,71815
2026-06-27,btc-levels,claude-sonnet-4-6,12,4355,380371,23414
2026-06-27,btc-levels,claude-sonnet-4-6,10,5731,289924,21002
2026-06-27,daily-routine,claude-opus-4-7,66,27343,5528643,188114
2026-06-27,skill-freshness,claude-sonnet-4-6,758,17933,1082181,70201
2026-06-27,aixbt-pulse,claude-sonnet-4-6,1474,15163,863973,48735
2026-06-27,token-pick,claude-opus-4-7,55,32909,4108634,144268
2026-06-27,market-context-refresh,claude-sonnet-4-6,14,24254,761754,90427
2026-06-27,narrative-tracker,claude-opus-4-7,44,32908,3611657,167730
2026-06-27,security-digest,claude-opus-4-7,63,40215,5859358,191722
2026-06-27,fleet-control,claude-opus-4-7,12,3417,430883,58347
2026-06-27,vuln-scanner,claude-opus-4-7,107,56836,11355979,226167
2026-06-27,list-digest,claude-opus-4-7,40,10618,2189599,69881
2026-06-27,agent-buzz,claude-opus-4-7,34,23566,1909849,64091
2026-06-27,self-improve,claude-opus-4-7,23,10298,1841623,98704
2026-06-27,reflect,claude-opus-4-7,26,22401,1403609,157516
2026-06-27,heartbeat,claude-opus-4-7,13742,13803,993951,134839
2026-06-27,aixbt-pulse,claude-sonnet-4-6,1778,16180,1432297,67211
2026-06-28,btc-levels,claude-sonnet-4-6,16,6952,561230,26484
2026-06-28,btc-levels,claude-sonnet-4-6,8,3674,213911,18982
2026-06-28,skill-evals,claude-sonnet-4-6,14,25681,842112,96200
2026-06-28,daily-routine,claude-opus-4-7,73,23483,6964293,204073
2026-06-28,skill-freshness,claude-sonnet-4-6,30,31044,2410519,109960
2026-06-28,token-pick,claude-opus-4-7,55,23787,3787023,141524
2026-06-28,on-chain-monitor,claude-opus-4-7,18825,33163,3133404,171517
2026-06-28,market-context-refresh,claude-sonnet-4-6,1833,28404,1010822,78787
2026-06-28,narrative-tracker,claude-opus-4-7,2689,36244,3873887,158825
2026-06-28,fleet-control,claude-opus-4-7,14,3233,525404,57000
2026-06-28,btc-levels,claude-sonnet-4-6,9,4717,352608,45764
2026-06-28,skill-graph,claude-opus-4-7,103,43636,7473255,125421
2026-06-28,list-digest,claude-opus-4-7,32,12694,1591838,49246
2026-06-28,agent-buzz,claude-opus-4-7,19,13273,870956,63711
2026-06-28,reflect,claude-opus-4-7,43,24617,4140518,194036
2026-06-28,fork-cohort,claude-sonnet-4-6,36,49965,2380980,98095
2026-06-28,heartbeat,claude-opus-4-7,13753,13493,1901039,114159
2026-06-28,aixbt-pulse,claude-sonnet-4-6,1471,17393,897283,69584
2026-06-29,external-feature,claude-opus-4-7,64,15649,5091817,123439
2026-06-29,btc-levels,claude-sonnet-4-6,12,5847,396327,26073
2026-06-29,btc-levels,claude-sonnet-4-6,12,4205,382441,23961
2026-06-29,daily-routine,claude-opus-4-7,1364,30156,3617057,200350
2026-06-29,unlock-monitor,claude-opus-4-7,4145,24880,2969882,93542
2026-06-29,token-alert,claude-opus-4-7,14,7834,636240,73576
2026-06-29,cost-report,claude-sonnet-4-6,20068,38494,1966151,90409
2026-06-29,security-digest,claude-opus-4-7,58,24204,3097710,98927
2026-06-29,skill-security-scan,claude-opus-4-7,1270,25478,2517089,156067
2026-06-29,list-digest,claude-opus-4-7,14,7607,575516,69413
2026-06-29,action-converter,claude-opus-4-7,24,23299,1761473,91769
2026-06-29,weekly-review,claude-opus-4-7,2324,21095,2511890,103180
2026-06-29,heartbeat,claude-opus-4-7,16,15555,1223184,126014
2026-06-29,evening-recap,claude-sonnet-4-6,1740,8076,685551,64294
2026-06-30,btc-levels,claude-sonnet-4-6,12,4211,372765,21781
2026-06-30,btc-levels,claude-sonnet-4-6,13,4143,312510,18615
2026-06-30,daily-routine,claude-opus-4-7,112,38429,8800973,154709
2026-06-30,skill-freshness,claude-sonnet-4-6,16,28838,1097017,98453
2026-06-30,github-trending,claude-opus-4-7,30,20933,1356362,95290
2026-06-30,token-alert,claude-opus-4-7,31,13263,1414708,49611
2026-06-30,btc-levels,claude-sonnet-4-6,8,4795,244360,28930
2026-06-30,security-digest,claude-opus-4-7,56,24674,3300771,109299
2026-06-30,btc-levels,claude-sonnet-4-6,1644,5715,378701,37306
2026-06-30,list-digest,claude-opus-4-7,24,9383,1058912,42392
2026-06-30,goal-tracker,claude-opus-4-7,26,20895,1771673,82790
2026-06-30,heartbeat,claude-opus-4-7,13879,14032,699613,80051
2026-06-30,evening-recap,claude-sonnet-4-6,13,23447,782049,68444
2026-07-01,btc-levels,claude-sonnet-4-6,10,6307,306236,24332
2026-07-01,btc-levels,claude-sonnet-4-6,9,4340,261379,22462
2026-07-01,skill-freshness,claude-sonnet-4-6,32,29104,2362764,82493
2026-07-01,github-trending,claude-opus-4-7,42,17539,2217252,142117
2026-07-01,token-alert,claude-opus-4-7,18,9154,730684,41120
2026-07-01,security-digest,claude-opus-4-7,48,26092,2786144,123946
2026-07-01,list-digest,claude-opus-4-7,32,12455,1534584,44627
2026-07-01,agent-buzz,claude-opus-4-7,15,7107,530117,35341
2026-07-01,action-converter,claude-opus-4-7,30,20689,2069950,93558
2026-07-01,skill-analytics,claude-sonnet-4-6,27,44080,1989722,108002
2026-07-01,heartbeat,claude-opus-4-7,13881,14972,1107297,111187
2026-07-01,evening-recap,claude-sonnet-4-6,1743,12127,975830,68809
2026-07-02,btc-levels,claude-sonnet-4-6,11,5079,350760,23291
2026-07-02,btc-levels,claude-sonnet-4-6,11,4228,339753,22511
2026-07-02,daily-routine,claude-opus-4-7,40,31107,2887738,151184
2026-07-02,token-alert,claude-opus-4-7,23,13665,1275431,67083
2026-07-02,security-digest,claude-opus-4-7,64,42882,4521857,138347
2026-07-02,list-digest,claude-opus-4-7,32,10169,1684924,50886
2026-07-02,reflect,claude-opus-4-7,30,26027,2370798,225250
2026-07-02,heartbeat,claude-opus-4-7,13878,13443,670225,96480
2026-07-02,evening-recap,claude-sonnet-4-6,12,15331,738424,66629
2026-07-03,btc-levels,claude-sonnet-4-6,11,10450,434948,49100
2026-07-03,btc-levels,claude-sonnet-4-6,10,8337,317905,27633
2026-07-03,daily-routine,claude-opus-4-7,1132,23203,3675285,112687
2026-07-03,btc-levels,claude-sonnet-4-6,14,12564,527242,32539
2026-07-03,security-digest,claude-opus-4-7,364,37510,2585582,140600
2026-07-03,btc-levels,claude-sonnet-4-6,9,11312,325789,43067
2026-07-03,reflect,claude-opus-4-7,52,30251,4693716,194696
2026-07-03,heartbeat,claude-opus-4-7,13882,18261,1157351,105814
2026-07-04,btc-levels,claude-sonnet-4-6,11,3514,344126,22418
2026-07-04,btc-levels,claude-sonnet-4-6,9,3726,255509,18841
2026-07-04,daily-routine,claude-opus-4-7,1360,32966,5200985,171323
2026-07-04,github-trending,claude-opus-4-7,37,24439,2209306,147948
2026-07-04,token-alert,claude-opus-4-7,24,11305,1033413,42330
2026-07-04,security-digest,claude-opus-4-7,80,38522,5482022,137166
2026-07-04,vuln-scanner,claude-opus-4-7,91,37858,9535629,186095
2026-07-04,list-digest,claude-opus-4-7,3856,15678,1420503,50560
2026-07-04,action-converter,claude-opus-4-7,29,29200,2362669,115216
2026-07-04,heartbeat,claude-opus-4-7,13882,23815,1430027,135722
2026-07-05,btc-levels,claude-sonnet-4-6,12,7579,412622,27880
2026-07-05,btc-levels,claude-sonnet-4-6,9,4093,261795,20153
2026-07-05,daily-routine,claude-opus-4-7,1397,44452,9227487,186414
2026-07-05,github-trending,claude-opus-4-7,34,22775,1959262,156564
2026-07-05,token-alert,claude-opus-4-7,25,12022,1183551,48917
2026-07-05,security-digest,claude-opus-4-7,57,14952,3159312,97452
2026-07-05,skill-graph,claude-opus-4-7,183,63077,17045903,172569
2026-07-05,list-digest,claude-opus-4-7,24,8415,1098547,34968
2026-07-05,self-improve,claude-opus-4-7,52,21995,4479980,168063
2026-07-05,reflect,claude-opus-4-7,30,35504,2273636,105411
2026-07-05,fork-cohort,claude-sonnet-4-6,30,24448,1252251,63537
2026-07-05,fork-skill-digest,claude-sonnet-4-6,34,36917,2771679,94756
2026-07-05,evening-recap,claude-sonnet-4-6,16,15093,1138791,75168
2026-07-05,skill-evals,claude-sonnet-4-6,21,19100,1148656,56671
2026-07-06,btc-levels,claude-sonnet-4-6,12,5644,397228,25656
2026-07-06,unlock-monitor,claude-opus-4-7,531,14263,820609,90677
2026-07-06,deal-flow,claude-opus-4-7,660,23828,1442390,69731
2026-07-06,skill-security-scan,claude-opus-4-7,40,27919,2840324,148836
2026-07-06,weekly-review,claude-opus-4-7,62,32442,5610803,189224
2026-07-06,evening-recap,claude-sonnet-4-6,11,14139,599377,62183
2026-07-07,btc-levels,claude-sonnet-4-6,9,6026,279974,23892
2026-07-07,btc-levels,claude-sonnet-4-6,9,3586,267860,20990
2026-07-07,daily-routine,claude-opus-4-7,70,32365,5567537,134878
2026-07-07,token-alert,claude-opus-4-7,26,12397,937287,81391
2026-07-07,btc-levels,claude-sonnet-4-6,11,6393,399032,30760
2026-07-07,self-improve,claude-opus-4-7,49,22501,4226104,167862
2026-07-07,action-converter,claude-opus-4-7,24,31393,1862053,97602
2026-07-07,heartbeat,claude-opus-4-7,13921,17539,1027750,105141
2026-07-07,evening-recap,claude-sonnet-4-6,11,11726,616246,63996
2026-07-08,skill-freshness,claude-sonnet-4-6,28,28376,1737513,77484
2026-07-08,token-alert,claude-opus-4-7,22,9321,1037291,48825
2026-07-08,security-digest,claude-opus-4-7,53,26367,3954872,93408
2026-07-08,btc-levels,claude-sonnet-4-6,13,5779,496731,40625
2026-07-08,action-converter,claude-opus-4-7,17,26274,1237079,99614
2026-07-08,skill-analytics,claude-sonnet-4-6,36,50369,3566283,134184
2026-07-08,heartbeat,claude-opus-4-7,50,23861,4191982,102931
2026-07-09,btc-levels,claude-sonnet-4-6,8,3745,227864,20562
2026-07-09,btc-levels,claude-sonnet-4-6,12,4081,402326,24945
2026-07-09,skill-freshness,claude-sonnet-4-6,16,23928,758137,60955
2026-07-09,security-digest,claude-opus-4-7,72,33307,4551139,130312
2026-07-09,btc-levels,claude-sonnet-4-6,11,3981,408977,36876
2026-07-09,reflect,claude-opus-4-7,45,28312,4289286,220558
2026-07-09,heartbeat,claude-opus-4-7,13926,36252,1845560,131418
2026-07-09,evening-recap,claude-sonnet-4-6,12,17678,791384,79660
2026-07-10,btc-levels,claude-sonnet-4-6,8,4545,231394,21321
2026-07-10,btc-levels,claude-sonnet-4-6,8,3772,229025,20698
2026-07-10,daily-routine,claude-opus-4-7,53,27852,4277526,146269
2026-07-10,token-alert,claude-opus-4-7,20,10379,1292831,78295
2026-07-10,security-digest,claude-opus-4-7,66,31212,4541787,132054
2026-07-10,list-digest,claude-opus-4-7,24,15589,1163751,131573
2026-07-10,action-converter,claude-opus-4-7,17,26500,1285689,111380
2026-07-10,heartbeat,claude-opus-4-7,16,17651,1037471,120986
2026-07-10,evening-recap,claude-sonnet-4-6,11,12937,725632,84746
2026-07-11,daily-routine,claude-opus-4-7,72,35529,4983457,94000
2026-07-11,github-trending,claude-opus-4-7,2223,33224,2795950,103668
2026-07-11,token-alert,claude-opus-4-7,22,16955,1229924,75904
2026-07-11,security-digest,claude-opus-4-7,84,38014,6248414,110250
2026-07-11,vuln-scanner,claude-opus-4-7,82,45319,9962865,157108
2026-07-11,list-digest,claude-opus-4-7,27,11047,1325887,49157
2026-07-11,self-improve,claude-opus-4-7,38,20530,4510539,149366
2026-07-11,action-converter,claude-opus-4-7,19,25502,1415748,101981
2026-07-11,heartbeat,claude-opus-4-7,13931,40808,2823459,163315
2026-07-11,evening-recap,claude-sonnet-4-6,21,14703,1926597,99874
2026-07-12,daily-routine,claude-opus-4-7,94,36811,8456190,124239
2026-07-12,github-trending,claude-opus-4-7,49,22416,3444607,89608
2026-07-12,token-alert,claude-opus-4-7,29,27879,2229125,101757
2026-07-12,security-digest,claude-opus-4-7,55,42758,4784685,115916
2026-07-12,btc-levels,claude-sonnet-4-6,13,4707,555241,53242
2026-07-12,skill-graph,claude-opus-4-7,79,34408,6976646,138212
2026-07-12,reflect,claude-opus-4-7,29,47886,3330789,160571
2026-07-12,fork-cohort,claude-sonnet-4-6,34,28946,1961033,92311
2026-07-12,heartbeat,claude-opus-4-7,31,24439,3263355,144707
2026-07-12,evening-recap,claude-sonnet-4-6,18,14782,1471358,96983
2026-07-12,skill-evals,claude-sonnet-4-6,13,18554,790780,82932
2026-07-13,btc-levels,claude-sonnet-4-6,11,3480,379292,26763
2026-07-13,btc-levels,claude-sonnet-4-6,11,3844,383044,27239
2026-07-13,daily-routine,claude-opus-4-7,8618,37122,3624292,117953
2026-07-13,unlock-monitor,claude-opus-4-7,2283,16794,1861686,87233
2026-07-13,skill-security-scan,claude-opus-4-7,38,31538,2529722,106739
2026-07-13,self-improve,claude-opus-4-7,28,16070,2635150,115858
2026-07-13,action-converter,claude-opus-4-7,47,30389,3954155,114860
2026-07-13,weekly-review,claude-opus-4-7,76,32234,5293263,111259
2026-07-13,heartbeat,claude-opus-4-7,20,32893,1869773,150815
2026-07-13,evening-recap,claude-sonnet-4-6,15,13001,1057725,80678
2026-07-14,btc-levels,claude-sonnet-4-6,10,5053,322369,25827
2026-07-14,skill-freshness,claude-sonnet-4-6,36,36482,2638686,87854
2026-07-14,github-trending,claude-opus-4-7,50,26887,3763365,105994
2026-07-14,token-alert,claude-opus-4-7,29,17623,1495013,94048
2026-07-14,security-digest,claude-opus-4-7,57,28639,3553995,91819
2026-07-14,btc-levels,claude-sonnet-4-6,10,6182,383561,51336
2026-07-14,agent-buzz,claude-opus-4-7,17,17721,906494,76318
2026-07-14,reflect,claude-opus-4-7,30,40121,3795428,175426
2026-07-14,heartbeat,claude-opus-4-7,13930,27823,2057570,110729
2026-07-14,evening-recap,claude-sonnet-4-6,17,16530,1521930,101909
2026-07-15,btc-levels,claude-sonnet-4-6,8,5019,246917,25438
2026-07-15,daily-routine,claude-opus-4-7,4331,38967,5902154,131373
2026-07-15,github-trending,claude-opus-4-7,46,33866,3810774,131679
2026-07-15,token-alert,claude-opus-4-7,26,19062,1573556,75064
2026-07-15,security-digest,claude-opus-4-7,72,35368,5285972,120361
2026-07-15,btc-levels,claude-sonnet-4-6,11,8178,482587,51037
2026-07-15,agent-buzz,claude-opus-4-7,21,15110,1047901,69596
2026-07-15,self-improve,claude-opus-4-7,51,17641,4918362,126847
2026-07-15,skill-analytics,claude-sonnet-4-6,32,47075,2715858,112376
2026-07-15,heartbeat,claude-opus-4-7,13927,21078,2267451,125477
2026-07-15,evening-recap,claude-sonnet-4-6,13,16846,957731,97519
2026-07-16,btc-levels,claude-sonnet-4-6,9,2807,252467,17841
2026-07-16,btc-levels,claude-sonnet-4-6,8,3478,217525,18543
2026-07-16,skill-freshness,claude-sonnet-4-6,22,31181,1297655,74300
2026-07-16,token-alert,claude-opus-4-7,23,16597,1551516,81136
2026-07-16,security-digest,claude-opus-4-7,49,28654,3254048,89305
2026-07-16,agent-buzz,claude-opus-4-7,21,18024,1217241,78381
2026-07-16,reflect,claude-opus-4-7,60,37904,6156923,142972
2026-07-16,heartbeat,claude-opus-4-7,41,47005,4393973,158070
2026-07-16,evening-recap,claude-sonnet-4-6,1662,16835,2779900,98304
2026-07-17,btc-levels,claude-sonnet-4-6,12,3782,394904,23668
2026-07-17,btc-levels,claude-sonnet-4-6,11,6210,365097,26536
2026-07-17,skill-freshness,claude-sonnet-4-6,24,29103,1878427,112452
2026-07-17,token-alert,claude-opus-4-7,25,19827,1373945,59888
2026-07-17,security-digest,claude-opus-4-7,46,31838,2988984,95728
